520,CAF175,493367.9983,5180799.119,Latah,A2,35,57,1.18,5.87,3
538,CAF181,493559.451,5180800.577,Thatuna,A2,27,55,1.41,5.73,3
934,CAF338,493977.9553,5180985.889,Thatuna,A2,21,60,1.32,5.52,3
940,CAF349,493572.819,5181023.029,Palouse,A2,34,68,1.31,5.97,3
956,CAF355,493764.2449,5181005.603,Palouse,A2,37,62,1.28,6.09,3
1046,CAF423,493780.1935,5181114.779,Latah,A2,32,60,1.48,5.71,3
218,CAF075,493488.0228,5180680.531,Thatuna,A3,54,72,1.32,6.44,4
3,CAF003,493383.1071,5180586.081,Naff,AB,39,65,1.52,6.25,3
14,CAF007,493510.7264,5180568.273,Palouse,Ab,84,100,1.46,6.54,4
23,CAF011,493638.3683,5180571.025,Palouse,AB,44,62,1.43,6.27,3
28,CAF013,493702.2,5180582.737,Naff,AB,48,77,1.61,6.11,3
40,CAF017,493893.6615,5180586.206,Palouse,AB,65,90,1.13,6.17,4
51,CAF021,493309.2174,5180591.83,Staley,AB,25,49,1.27,6.14,3
62,CAF025,493436.8807,5180614.469,Naff,AB,14,33,1.35,5.4,2
74,CAF029,493564.5137,5180609.886,Staley,AB,22,50,,6.15,2
86,CAF033,493692.1524,5180610.417,Staley,AB,9,21,1.44,4.76,2
94,CAF035,493755.9527,5180592.46,Naff,AB,45,70,1.52,6.35,4
96,CAF035,493755.9527,5180592.46,Naff,Ab,87,121,1.63,6.31,6
113,CAF041,493947.432,5180613.932,Palouse,AB,27,66,1.18,6.26,3
129,CAF047,493385.6199,5180649.64,Palouse,AB,20,53,1.41,,2
141,CAF051,493514.0376,5180631.032,Palouse,AB,15,46,1.31,5.64,2
148,CAF053,493577.0617,5180636.431,Palouse,AB,39,70,1.29,6.32,3
158,CAF057,493704.7095,5180646.296,Staley,AB,22,49,1.4,6.35,2
164,CAF059,493770.7974,5180636.942,Palouse,AB,38,66,1.27,6.05,3
178,CAF063,493896.169,5180649.766,Naff,AB,41,67,1.16,6.35,3
184,CAF065,493959.9746,5180636.922,Thatuna,AB,33,57,1.14,6.12,3
210,CAF073,493421.8027,5180680.044,Staley,AB,25,52,1.31,,3
224,CAF077,493551.8335,5180673.461,Palouse,AB,35,62,1.19,6.36,3
231,CAF079,493615.6537,5180675.171,Thatuna,AB,52,74,1.48,6.19,4
249,CAF085,493807.105,5180671.637,Palouse,AB,31,62,1.31,5.98,3
255,CAF087,493870.9368,5180684.795,Naff,AB,46,74,1.61,6.26,3
268,CAF091,493998.5585,5180669.998,Naff,AB,55,86,,6.72,4
294,CAF099,493403.7819,5180713.182,Staley,AB,33,53,1.38,6.11,3
315,CAF105,493595.2216,5180699.973,Thatuna,AB,43,59,1.47,5.82,3
360,CAF119,494044.2265,5180700.47,Naff,AB,47,63,1.38,6.33,3
367,CAF121,494105.7794,5180713.451,Naff,AB,47,63,1.63,,3
375,CAF123,493337.2435,5180738.147,Latah,AB,72,97,1.2,5.3,4
398,CAF131,493592.5074,5180731.757,Thatuna,AB,57,75,1.37,6.16,4
416,CAF137,493782.1431,5180736.366,Naff,AB,45,76,1.39,6.33,4
421,CAF139,493847.7654,5180719.155,Naff,AB,37,74.5,1.57,6.28,3
439,CAF145,494039.2338,5180734.075,Naff,AB,32,50,1.57,6.08,3
444,CAF147,494103.0625,5180745.235,Naff,AB,10,18,1.6,4.8,2
462,CAF153,493478.5079,5180775.884,Palouse,AB,46,66,1.27,,3
477,CAF159,493669.9528,5180769.345,Palouse,AB,17,57,1.48,6.17,2
483,CAF161,493733.7514,5180751.388,Thatuna,AB,65,103,,6.16,3
514,CAF173,494116.657,5180751.889,Thatuna,AB,19,53,1.61,5.4,2
544,CAF183,493623.2698,5180802.287,Palouse,Ab,43,89,1.31,6.16,3
561,CAF189,493814.7171,5180798.753,Palouse,AB,31,62,1.19,5.71,3
600,CAF205,493544.2943,5180832.374,Palouse,Ab,34,58,1.32,6.16,3
606,CAF207,493606.5134,5180835.683,Palouse,AB,46,70,1.11,6.11,3
617,CAF211,493735.7261,5180814.947,Thatuna,AB,28,57,1.36,5.88,2
623,CAF213,493799.5591,5180830.549,Thatuna,AB,55,95,1.5,5.76,3
624,CAF213,493799.5591,5180830.549,Thatuna,Ab,95,117,1.68,6.11,4
629,CAF215,493859.7475,5180844.162,Palouse,AB,37,59,1.33,5.58,3
665,CAF229,493540.2721,5180854.27,Naff,AB,24,52,1.27,,2
692,CAF239,493858.4356,5180848.088,Palouse,AB,35,69,1.19,5.56,3
702,CAF243,493986.9922,5180859.362,Palouse,AB,26,49,1.24,6.2,2
721,CAF249,493445.5787,5180889.931,Thatuna,Ab,76,99,1.38,5.81,4
738,CAF255,493637.0257,5180888.836,Palouse,AB,36,66,1.33,6.12,3
748,CAF259,493764.6632,5180893.925,Palouse,AB,19,41,1.43,6.05,2
758,CAF263,493892.3055,5180904.017,Palouse,AB,18,42,1.48,5.57,2
780,CAF271,494147.5581,5180892.762,Palouse,AB,30,59,1.4,6.26,3
795,CAF277,493626.0766,5180929.408,Staley,AB,16,42,1.42,6.38,2
800,CAF279,493690.9522,5180926.713,Palouse,AB,25,44,1.22,6.12,2
853,CAF302,493631.4319,5180959.585,Palouse,AB,37,71,1.33,6.21,3
863,CAF306,493757.8431,5180942.048,Palouse,AB,18,49,1.44,6,2
891,CAF316,494076.9279,5180949.503,Thatuna,Ab,105,121,1.69,6.79,5
911,CAF330,493722.0986,5180995.869,Palouse,AB,26,57,1.33,6.31,3
928,CAF336,493913.5469,5180999.338,Palouse,AB,23,48,1.21,5.76,2
935,CAF338,493977.9553,5180985.889,Thatuna,AB,60,88,1.51,6.05,4
941,CAF349,493572.819,5181023.029,Palouse,AB,68,89,1.5,6.27,4
960,CAF357,493828.0757,5181021.206,Palouse,AB,23,44,1.18,6.14,2
989,CAF377,493767.3783,5181033.528,Palouse,AB,21,41,1.15,5.72,2
995,CAF379,493826.8108,5181052.988,Palouse,AB,15,50,1.26,5.63,2
1047,CAF423,493780.1935,5181114.779,Latah,AB,60,106,1.51,5.74,4
1049,CAF423,493780.1935,5181114.779,Latah,Ab,128,137,,6.16,6
1053,CAF425,493841.5918,5181100.533,Caldwell,AB,57,87,1.54,6.02,3
1000,CAF381,493890.6385,5181066.146,Thatuna,AB1,19,33,1.37,5.26,2
1008,CAF395,493626.398,5181088.312,Caldwell,AB1,32,53,1.31,5.76,3
1001,CAF381,493890.6385,5181066.146,Thatuna,AB2,33,59,1.36,5.69,3
1009,CAF395,493626.398,5181088.312,Caldwell,AB2,53,87,1.57,5.97,4
1036,CAF419,493648.3558,5181104.302,Thatuna,ABb,104,126,1.69,6.02,7
100,CAF037,493819.788,5180608.062,Latah,AE,26.5,42,1.43,6.77,3
170,CAF061,493832.3237,5180623.828,Naff,AE,32,51.5,1.31,6.06,3
225,CAF077,493551.8335,5180673.461,Palouse,AE,62,96,1.41,6.65,4
274,CAF093,494062.3704,5180663.489,Thatuna,AE,54,84,1.58,6.12,4
287,CAF097,493339.9564,5180706.363,Thatuna,AE,37,52,1.47,5.47,3
472,CAF157,493606.1367,5180770.524,Thatuna,AE,25,43,1.34,6.32,3
521,CAF175,493367.9983,5180799.119,Latah,AE,57,69,1.2,6.1,4
539,CAF181,493559.451,5180800.577,Thatuna,AE,55,84,1.4,6.19,4
978,CAF373,493635.3715,5181056.522,Thatuna,AE,35,68,1.47,5.96,3
1033,CAF419,493648.3558,5181104.302,Thatuna,AE,43,66,1.37,5.51,4
1040,CAF421,493712.7748,5181114.814,Latah,AE,42,73,1.26,,3
1,CAF003,493383.1071,5180586.081,Naff,Ap,0,21,1.46,4.69,1
6,CAF005,493446.9111,5180572.12,Palouse,Ap,0,17,1.56,4.12,1
11,CAF007,493510.7264,5180568.273,Palouse,Ap,0,26,1.31,4.54,1
16,CAF009,493574.5508,5180572.871,Palouse,Ap,0,20,1.36,4.32,1
21,CAF011,493638.3683,5180571.025,Palouse,Ap,0,24,1.41,4.68,1
26,CAF013,493702.2,5180582.737,Naff,Ap,0,20,1.5,4.43,1
31,CAF015,493797.9223,5180576.303,Latah,Ap,0,13,1.28,4.34,1
37,CAF017,493893.6615,5180586.206,Palouse,Ap,0,15,1.33,4.22,1
42,CAF019,493246.5977,5180590.191,Latah,Ap,0,24,1.53,4.46,1
49,CAF021,493309.2174,5180591.83,Staley,Ap,0,13,1.59,4.87,1
55,CAF023,493371.4556,5180609.627,Palouse,Ap,0,13,1.51,,1
61,CAF025,493436.8807,5180614.469,Naff,Ap,0,14,1.36,4.36,1
67,CAF027,493502.3017,5180616.156,Palouse,Ap,0,24,1.32,4.29,1
73,CAF029,493564.5137,5180609.886,Staley,Ap,0,22,1.28,4.7,1
79,CAF031,493628.3346,5180611.596,Palouse,Ap,0,13,1.27,4.69,1
85,CAF033,493692.1524,5180610.417,Staley,Ap,0,9,1.3,4.08,1
91,CAF035,493755.9527,5180592.46,Naff,Ap,0,11,1.46,4.86,1
98,CAF037,493819.788,5180608.062,Latah,Ap,0,14,1.45,4.98,1
105,CAF039,493883.6204,5180621.22,Latah,Ap,0,17,1.32,5.04,1
111,CAF041,493947.432,5180613.932,Palouse,Ap,0,11,1.14,4.53,1
116,CAF043,493257.9566,5180626.446,Latah,Ap,0,17,1.45,4.26,1
122,CAF045,493323.2034,5180641.411,Palouse,Ap,0,15,1.46,4.25,1
128,CAF047,493385.6199,5180649.64,Palouse,Ap,0,20,1.33,,1
133,CAF049,493449.4233,5180635.68,Palouse,Ap,0,24,1.22,5.03,1
140,CAF051,493514.0376,5180631.032,Palouse,Ap,0,15,1.24,4.32,1
146,CAF053,493577.0617,5180636.431,Palouse,Ap,0,16,1.26,4.17,1
152,CAF055,493640.8785,5180634.585,Palouse,Ap,0,17,1.24,4.48,1
157,CAF057,493704.7095,5180646.296,Staley,Ap,0,22,1.33,4.58,1
162,CAF059,493770.7974,5180636.942,Palouse,Ap,0,17,1.23,4.24,1
168,CAF061,493832.3237,5180623.828,Naff,Ap,0,15,1.32,5.4,1
176,CAF063,493896.169,5180649.766,Naff,Ap,0,15,1.05,4.32,1
182,CAF065,493959.9746,5180636.922,Thatuna,Ap,0,16,1.3,4.15,1
188,CAF067,494023.7952,5180638.747,Thatuna,Ap,0,15,1.16,4.27,1
195,CAF069,493296.5399,5180655.406,Thatuna,Ap,0,17,1.4,4.28,1
202,CAF071,493360.3768,5180672.003,Staley,Ap,0,13,1.5,4.42,1
208,CAF073,493421.8027,5180680.044,Staley,Ap,0,10,1.32,,1
215,CAF075,493488.0228,5180680.531,Thatuna,Ap,0,18,1.26,4.36,1
222,CAF077,493551.8335,5180673.461,Palouse,Ap,0,18,1.21,4.53,1
228,CAF079,493615.6537,5180675.171,Thatuna,Ap,0,10.5,1.22,3.95,1
235,CAF081,493679.4708,5180673.992,Thatuna,Ap,0,10,1.23,4.16,1
241,CAF083,493743.2704,5180656.035,Palouse,Ap,0,19,1.43,4.39,1
247,CAF085,493807.105,5180671.637,Palouse,Ap,0,12,1.24,4.53,1
253,CAF087,493870.9368,5180684.795,Naff,Ap,0,15,1.4,4.17,1
259,CAF089,493935.2029,5180676.141,Palouse,Ap,0,13,1.33,4.27,1
265,CAF091,493998.5585,5180669.998,Naff,Ap,0,22,1.31,4.79,1
271,CAF093,494062.3704,5180663.489,Thatuna,Ap,0,18,1.26,4.33,1
277,CAF095,493276.7264,5180689.078,Latah,Ap,0,10,1.39,4.23,1
285,CAF097,493339.9564,5180706.363,Thatuna,Ap,0,12,1.3,4.27,1
292,CAF099,493403.7819,5180713.182,Staley,Ap,0,18,1.3,4.77,1
300,CAF101,493467.5846,5180699.222,Palouse,Ap,0,16,1.39,4.72,1
306,CAF103,493531.3986,5180695.374,Thatuna,Ap,0,14,1.31,4.86,1
313,CAF105,493595.2216,5180699.973,Thatuna,Ap,0,20,1.42,5.03,1
320,CAF107,493659.0377,5180698.127,Thatuna,Ap,0,23,1.52,5.01,1
327,CAF109,493725.5766,5180706.699,Thatuna,Ap,0,30,1.17,4.75,1
333,CAF111,493786.6792,5180703.217,Naff,Ap,0,23,1.39,4.68,1
340,CAF113,493851.8467,5180685.551,Naff,Ap,0,17.5,1.36,4.57,1
346,CAF115,493915.6912,5180711.488,Naff,Ap,0,22,1.47,4.74,1
352,CAF117,493978.1305,5180700.466,Naff,Ap,0,21,1.25,4.53,1
358,CAF119,494044.2265,5180700.47,Naff,Ap,0,20,1.33,4.83,1
365,CAF121,494105.7794,5180713.451,Naff,Ap,0,20,1.34,,1
372,CAF123,493337.2435,5180738.147,Latah,Ap,0,18,1.41,4.06,1
378,CAF125,493401.0687,5180744.966,Thatuna,Ap,0,16,1.41,4.44,1
384,CAF127,493466.0706,5180730.206,Staley,Ap,0,26,1.27,4.74,1
389,CAF129,493528.6847,5180727.158,Thatuna,Ap,0,23,1.34,4.8,1
395,CAF131,493592.5074,5180731.757,Thatuna,Ap,0,16,1.38,4.44,1
401,CAF133,493656.3232,5180729.911,Thatuna,Ap,0,28,1.37,4.62,1
407,CAF135,493720.1532,5180741.623,Palouse,Ap,0,18,1.16,4.27,1
413,CAF137,493782.1431,5180736.366,Naff,Ap,0,15,1.44,4.31,1
419,CAF139,493847.7654,5180719.155,Naff,Ap,0,21,1.51,4.61,1
424,CAF141,493911.6096,5180745.093,Naff,Ap,0,9,1.4,4.32,1
430,CAF143,493976.78,5180731.339,Naff,Ap,0,21,1.35,4.47,1
437,CAF145,494039.2338,5180734.075,Naff,Ap,0,14,1.39,4.23,1
443,CAF147,494103.0625,5180745.235,Naff,Ap,0,10,1.43,4.38,1
449,CAF149,493350.8639,5180767.357,Palouse,Ap,0,16,1.17,4.02,1
455,CAF151,493417.8866,5180770.999,Palouse,Ap,0,15,1.34,4.47,1
460,CAF153,493478.5079,5180775.884,Palouse,Ap,0,18,1.27,,1
465,CAF155,493542.3175,5180768.814,Thatuna,Ap,0,20,1.48,4.59,1
476,CAF159,493669.9528,5180769.345,Palouse,Ap,0,17,1.36,4.49,1
481,CAF161,493733.7514,5180751.388,Thatuna,Ap,0,23,1.3,4.62,1
487,CAF163,493797.585,5180766.989,Palouse,Ap,0,15,1.3,4.47,1
492,CAF165,493861.4158,5180780.147,Palouse,Ap,0,25,1.43,4.94,1
497,CAF167,493925.2257,5180772.86,Palouse,Ap,0,17,1.42,5.05,1
503,CAF169,493989.0354,5180765.35,Naff,Ap,0,20,1.37,4.65,1
508,CAF171,494052.8464,5180758.841,Naff,Ap,0,18,1.35,4.15,1
513,CAF173,494116.657,5180751.889,Thatuna,Ap,0,19,1.63,4.34,1
518,CAF175,493367.9983,5180799.119,Latah,Ap,0,20,1.38,4.28,1
525,CAF177,493431.822,5180805.16,Palouse,Ap,0,19,1.43,4.51,1
530,CAF179,493495.6416,5180807.646,Thatuna,Ap,0,20,1.41,,1
536,CAF181,493559.451,5180800.577,Thatuna,Ap,0,15,1.43,4.96,1
542,CAF183,493623.2698,5180802.287,Palouse,Ap,0,19,1.27,4.78,1
547,CAF185,493687.0856,5180801.108,Thatuna,Ap,0,18,1.28,4.5,1
559,CAF189,493814.7171,5180798.753,Palouse,Ap,0,13,1.5,4.33,1
565,CAF193,493942.3571,5180804.623,Palouse,Ap,0,19,1.36,4.55,1
570,CAF195,494006.1666,5180797.114,Palouse,Ap,0,17,1.39,4.31,1
576,CAF197,494069.9772,5180790.605,Palouse,Ap,0,23,1.5,4.83,1
587,CAF201,493416.666,5180836.958,Thatuna,Ap,0,23,1.44,4.59,1
604,CAF207,493606.5134,5180835.683,Palouse,Ap,0,12,1.33,4.22,1
610,CAF209,493671.9282,5180832.905,Naff,Ap,0,20,1.45,4.87,1
616,CAF211,493735.7261,5180814.947,Thatuna,Ap,0,28,1.39,4.81,1
621,CAF213,493799.5591,5180830.549,Thatuna,Ap,0,24,1.48,5.14,1
633,CAF217,493927.1984,5180836.419,Palouse,Ap,0,17,1.18,4.52,1
638,CAF219,493991.0075,5180828.91,Palouse,Ap,0,23,1.27,4.74,1
643,CAF221,494054.8177,5180822.401,Palouse,Ap,0,28,1.33,4.76,1
648,CAF223,494118.6277,5180815.449,Palouse,Ap,0,17,1.45,4.56,1
654,CAF225,493412.6587,5180872.077,Palouse,Ap,0,16,1.26,4.86,1
659,CAF227,493478.459,5180856.118,Palouse,Ap,0,21,1.52,4.9,1
